Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Dt_Customer_year,Income,Age,Divorced,Married,Single,Together,Widow,2n Cycle,Basic,Graduation,Master,PhD,AUS,CA,GER,IND,ME,SA,SP,US
0,1,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,2013,56067.0,58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,2013,67433.0,68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,2013,22010.0,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,2013,64831.0,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,2013,62820.0,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,2013,62820.0,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,2013,78353.0,61,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,2013,57183.0,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,2013,23478.0,55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,2013,30168.0,42,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,2013,37155.0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,2013,16581.0,35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,2012,41850.0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,2012,81380.0,53,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,2012,56386.0,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,2012,25818.0,49,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,2012,15345.0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,2014,57954.0,43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,2014,50300.0,68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,2014,38725.0,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,2014,10404.0,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,2014,26868.0,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,2014,72298.0,71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,2014,72905.0,62,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,2013,47025.0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,2013,29938.0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2013,46681.0,72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2013,46681.0,72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,2013,29548.0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,2013,62058.0,64,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,2013,75040.53191489361,51,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2013,36736.0,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,2013,8820.0,68,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,2012,14918.0,57,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,2012,56715.0,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,2012,24882.0,42,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,2012,24882.0,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,2012,40442.0,68,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,2012,64176.0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,2014,23536.0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2014,35246.0,62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,2014,28442.0,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,2014,48195.0,64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,2013,74116.0,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,2013,78093.0,73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,2013,59354.0,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,2013,36301.0,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,2013,77598.0,77,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,2013,62710.0,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,2013,36317.0,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,2013,42767.0,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,2013,43815.0,38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,2013,44421.0,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,2013,48948.0,77,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,2013,48948.0,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,2012,63120.0,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,2012,55517.0,70,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,2012,36864.0,63,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,2012,32898.571180555555,42,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,2014,82582.0,43,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,2014,79803.0,62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,2014,52569.0,53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,2014,82032.0,72,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,2014,82032.0,72,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,2014,65685.0,48,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,2014,65685.0,48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,2014,40451.0,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,2014,31163.0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,2014,31163.0,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,2014,35704.0,68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,2013,7500.0,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,2013,36075.0,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,2013,70038.0,38,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,2013,70038.0,38,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,2013,71796.0,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2013,47821.0,53,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,2013,45503.0,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,2013,28647.0,42,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,2013,37760.0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,2013,85431.0,68,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,2013,72635.0,65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,2013,72635.0,65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,2013,77142.0,72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,2013,53172.0,42,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,2013,36065.0,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,2013,73926.0,47,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,2013,35790.0,43,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,2012,39552.0,58,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,2012,68316.0,56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,2012,102160.0,43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,2012,51390.0,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,2014,72066.0,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,2014,21675.0,44,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,2014,48006.0,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,2014,65106.0,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,2014,58401.0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,2014,29315.0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,2013,49389.0,69,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,2013,51717.0,55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,2013,46779.0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,2013,28520.0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,2013,34377.0,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,2013,54959.0,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,2012,82384.0,65,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,2012,46998.0,64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,2012,58554.0,52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,2012,58554.0,52,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,2012,57333.0,66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,2012,80685.0,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,2012,52117.0,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,2012,62220.0,48,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,1,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,2014,64014.0,74,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,1,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,2014,64014.0,74,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,2014,46390.0,65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,2014,75507.0,41,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,2014,75507.0,41,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,2014,59412.0,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,2014,50616.0,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,2014,35924.0,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,2014,57937.0,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,2014,73356.0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,2014,21255.0,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,2013,58494.0,46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,2013,72460.0,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,2013,68682.0,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,2013,68682.0,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,2013,36959.0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2013,46463.0,49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,2013,61825.0,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,2013,61825.0,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,2013,28691.0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,2013,28691.0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,2013,54058.0,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,2013,84196.0,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,2013,38620.0,57,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,2013,38620.0,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,2013,3502.0,47,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,2013,47743.0,63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,2013,80360.0,71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,2013,66303.0,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,2013,52413.0,51,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,2013,60714.0,64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,2012,31385.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,2012,83257.0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,2012,80427.0,45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,2012,38823.0,71,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,2012,42014.0,43,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,2012,42014.0,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,2014,76140.0,72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,2014,41713.0,56,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,2014,62670.0,66,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,2014,70932.0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,2013,78939.0,69,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,2013,44512.0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,2013,63967.0,52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,2013,90842.0,72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,2013,25358.0,73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2013,32898.571180555555,38,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2013,28567.0,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
